Código Município,Município,ID Tipologia,Região Geográfica Imediata,Tipologia PNDR III Nacional FINAL,Taxa de variação do PIB per capita (2009-2021),referenceDynamism,dynamism
2310209,Paracuru,2310209,Fortaleza,Média Renda e Médio Dinamismo,-0.9245414733886719,Médio Dinamismo,Baixo Dinamismo
